0,1093
0,5928
1,206
1,1793
1,5328
1,8926
1,9510
1,9582
2,3680
2,7802
3,90
3,283
3,3911
3,4032
3,7053
3,7868
3,8394
3,9098
4,402
4,2786
4,3036
4,3510
4,9661
5,9777
6,575
6,3462
7,2386
7,3528
7,5798
8,1192
8,1797
8,4036
9,1377
9,1456
9,3363
9,3773
9,5270
10,619
10,2023
10,9894
11,244
11,2277
11,4100
11,6430
11,8271
11,9214
12,1752
12,5566
12,7256
14,2159
14,3907
14,6176
14,7961
15,4782
15,6802
15,7102
15,7450
15,8585
15,9161
16,2259
16,3035
17,654
17,1537
17,1814
17,4546
17,6439
17,7471
18,3923
18,5897
18,8899
19,268
19,3668
19,4362
19,4888
19,6475
19,7027
19,9498
20,1285
20,3921
20,5138
20,5166
20,8798
21,1208
21,1516
21,2033
21,6245
22,2502
22,9443
23,746
23,2632
23,8053
24,874
24,4716
24,6818
24,9520
25,1511
25,4981
25,5182
26,2711
26,2853
26,4710
26,7765
27,4478
27,4864
28,3357
28,3643
28,8489
29,1543
29,5110
29,5311
29,7674
29,7922
30,2080
30,2623
30,3230
30,4105
30,7184
30,8599
30,8957
31,1889
31,5315
32,4929
33,736
33,3058
33,5537
33,8062
34,1356
34,6234
34,8567
34,9048
35,539
35,1421
35,2512
35,3823
35,6039
35,9710
35,9934
37,933
37,3927
37,5993
37,6825
38,355
38,1538
38,3563
38,6125
38,8906
39,131
39,569
39,4232
39,5781
39,5800
39,7661
39,8071
40,1073
40,1519
40,2716
40,3442
40,5180
40,6700
40,9928
41,609
41,7182
41,7520
41,7651
42,1951
42,3341
42,3406
42,4514
42,9611
43,273
43,566
43,5313
44,773
44,2384
44,3149
44,3200
44,3766
44,4140
44,5792
45,7400
46,875
46,3226
46,6646
46,8758
47,6240
48,1064
48,1617
48,2904
48,6583
49,2621
49,6351
50,3876
51,4978
51,6197
51,9094
51,9714
52,593
52,796
52,5035
52,6918
52,8194
53,3660
53,3898
53,5457
54,5034
54,9278
56,742
56,1184
56,7184
56,7203
56,8214
56,9233
57,1917
57,2252
57,4867
57,6310
57,7067
58,6287
58,8153
59,3687
59,6530
59,8361
60,278
60,3103
60,3211
60,4677
61,7146
62,846
62,2274
62,4772
62,6514
62,7215
63,2106
63,2871
63,3925
63,4795
63,8186
63,9110
63,9298
64,2052
64,4080
64,4405
64,7091
64,7420
64,8718
64,9344
65,612
65,634
65,5068
65,5303
65,8202
65,9092
66,5319
66,6306
66,7539
66,7870
66,8937
67,5714
67,7054
67,7214
67,8929
68,405
68,447
68,2805
68,5844
69,2488
69,7331
69,9040
70,9049
71,790
71,3504
71,3719
71,5258
71,5761
72,1299
72,3469
72,8864
73,208
73,1002
73,4544
73,7083
74,236
74,2226
74,5297
75,953
75,2747
75,7444
75,7964
75,8658
76,1783
76,2936
76,4630
76,7485
76,9287
77,1812
77,2494
77,2664
77,4604
77,7032
77,7420
77,7741
77,8582
77,9117
78,4747
78,6328
78,8466
78,8716
78,8882
79,2786
79,3422
79,6688
79,7163
79,7949
80,1363
80,7545
80,7754
80,7866
81,3165
81,4950
81,7414
81,7631
82,6721
82,7832
83,6066
83,7262
83,7934
83,9680
83,9812
84,8556
85,1452
85,1568
85,3888
85,4557
85,6253
86,622
86,2760
86,3231
86,3698
86,9038
87,1707
87,3515
87,3626
87,5405
87,9186
87,9551
88,1240
88,3752
88,4882
88,7982
88,9820
89,3673
89,3831
89,4661
89,7749
89,8003
90,4610
90,4638
90,5574
90,8026
90,8326
90,8595
91,1521
92,7228
93,319
93,6497
94,3201
94,5116
94,5472
95,3445
95,9793
96,330
96,726
96,3549
96,4458
96,7076
96,9799
97,1805
97,6338
97,8900
97,8979
97,9005
98,5388
98,6701
98,7532
98,7884
99,2140
99,5439
99,9512
100,462
100,4167
100,5353
100,5630
100,6617
100,9087
101,3372
103,511
103,769
103,1318
103,2167
103,7351
104,1793
104,7396
104,7816
105,2069
105,3448
105,4512
105,5078
105,9299
106,1001
106,2168
107,2366
108,3311
109,2007
109,7776
109,7980
110,762
110,1429
110,2643
110,4319
111,1324
112,215
112,561
112,3014
112,3396
112,3950
112,6714
113,188
113,213
113,4246
113,6317
114,5655
114,7138
115,1692
115,2834
115,3250
115,9507
115,9759
116,2349
116,4451
116,5288
116,6159
116,7088
116,8432
117,123
117,2159
117,3237
117,5221
117,5402
118,1176
118,1470
118,2330
118,3920
119,922
119,1600
119,5195
119,9616
120,3790
121,9035
122,4150
122,6023
123,2369
123,3138
123,3329
123,3797
123,5957
123,7016
124,4419
124,6212
124,7578
124,9036
125,4822
126,2970
126,3386
126,6075
126,6473
126,6571
126,7245
126,7431
127,1022
127,3485
127,4686
127,8221
127,8786
128,1564
128,3130
128,4216
128,6103
128,7167
129,214
129,1964
129,4009
129,4791
130,1183
130,2070
130,4907
130,7649
131,1244
131,1805
131,2974
131,3397
131,5548
131,6594
131,7824
132,819
132,1296
132,5118
133,2934
133,4570
133,5011
133,5078
133,5219
133,6888
133,8283
134,1810
134,2027
134,3366
134,5991
134,6602
135,1756
135,2471
135,6365
135,7489
135,9910
136,83
136,713
136,7310
136,8197
137,681
137,2668
137,6983
137,7128
137,8961
137,9572
137,9686
138,223
138,462
138,1293
138,2105
138,6629
138,8657
138,8817
139,264
139,287
139,638
139,9507
139,9886
140,7686
141,166
141,2516
141,5766
142,4291
142,4417
142,4808
142,5324
142,6408
142,6831
142,7482
142,8769
142,9964
143,429
143,4884
144,504
144,1918
144,1928
144,3948
144,4793
145,818
145,3174
145,8080
145,9898
146,1473
146,2163
146,3868
146,4626
146,5536
146,7948
147,6812
147,8765
147,9013
148,112
148,4386
148,4408
148,5316
148,5658
148,7803
149,3080
149,6382
149,6567
149,7883
149,8738
149,9033
150,162
150,2847
151,727
151,2748
151,9985
152,686
152,970
152,2269
152,2911
152,4180
152,5600
152,7639
152,9102
153,1213
153,5006
153,5068
153,5441
153,5694
153,7068
153,8764
154,3096
154,3667
154,5082
154,5780
154,8154
154,8609
155,5090
155,6285
155,7368
155,8037
155,8524
156,1866
156,3388
156,4009
156,5908
157,915
157,4056
157,5947
157,9760
158,3619
158,5444
158,5528
158,7546
159,2511
159,2705
159,5557
160,59
160,2044
160,2282
160,3995
160,5149
160,8336
160,9123
161,741
161,921
161,1201
161,2355
161,2409
161,5197
161,6709
161,7598
161,9754
162,1510
162,4694
162,9118
163,5146
163,5554
163,7107
164,8163
164,9536
164,9781
166,107
166,5512
166,6798
166,7266
166,9998
167,3447
167,8333
168,3676
168,5375
169,3132
169,3252
169,7195
169,8269
170,2622
170,3213
170,4552
170,6744
171,383
171,4704
171,7846
171,9265
172,557
172,3210
172,4501
172,5792
172,6636
173,514
173,2408
173,2592
173,5341
173,7797
174,392
174,872
174,1477
174,2996
174,3037
174,7515
174,8850
174,9882
175,1694
175,1949
175,3179
175,4668
175,8227
176,1833
176,6979
177,4334
177,4959
177,5884
177,5919
177,6533
178,1873
178,2531
178,6541
178,8833
178,9613
179,540
179,7891
180,618
180,815
180,5061
180,5067
180,6867
181,5809
181,8260
182,3760
182,8818
183,70
183,880
184,3625
184,7207
184,9487
185,2548
185,5850
185,7296
185,7460
185,7572
185,8787
186,1534
186,4270
186,4910
186,9458
187,1295
187,5571
187,8323
187,9921
188,6881
189,1243
189,1824
189,2190
189,2371
189,7147
189,9520
190,1946
190,2406
190,7546
191,2389
191,3173
191,4787
191,5832
191,9461
192,560
192,3460
192,4620
193,96
193,1571
193,3603
193,9632
194,1283
194,1882
194,4672
195,909
195,1274
195,4815
195,6687
195,8128
196,2036
196,2867
196,2951
196,3236
196,3484
196,7469
196,8738
197,1481
197,4139
197,7024
197,7437
198,202
198,1200
198,7395
199,2586
199,4916
199,5726
200,2800
200,6829
201,4391
201,8474
202,3153
202,3455
202,6032
202,6390
202,7784
203,1928
203,5780
204,3667
204,4582
204,9433
205,2993
205,4013
205,4481
205,5226
206,4637
206,7122
207,2719
207,5675
207,6913
207,8645
207,8711
208,4500
208,6332
209,3369
209,4023
210,1806
210,3134
210,3443
210,6015
210,7166
210,7570
211,2204
211,4588
212,4208
212,6909
212,7848
213,1598
213,4561
213,8389
214,1170
215,6650
216,3711
216,3826
216,4048
216,8617
216,9009
217,100
217,4340
218,2499
218,6168
218,7260
218,8973
219,805
219,5002
219,5481
219,6071
219,6458
219,7186
220,2702
220,3967
220,7908
220,8509
221,2402
221,5418
221,8804
221,9161
223,4387
223,6618
223,9168
224,2893
224,4912
224,6992
224,8050
224,8087
224,9605
