8,59
8,64
53,84
59,92
111,112
58,117
63,142
50,150
143,170
175,184
118,219
102,244
232,248
200,256
1,263
256,264
261,273
26,275
32,282
141,286
181,294
15,299
233,301
274,301
210,310
19,321
238,324
266,327
171,354
119,356
37,360
55,365
297,367
34,374
263,374
242,377
25,381
182,383
172,384
328,386
188,388
73,392
79,393
134,394
84,404
329,404
31,409
66,413
226,420
52,422
148,426
170,429
307,430
46,436
80,438
119,446
429,452
329,455
253,457
372,462
311,463
144,470
218,474
424,480
266,484
201,491
413,493
293,495
374,501
26,506
226,506
291,507
313,510
278,514
299,515
499,515
296,517
423,519
288,522
124,523
253,526
453,529
466,531
122,533
17,534
39,537
446,537
236,542
253,543
332,546
501,547
101,551
207,551
255,551
90,552
537,553
194,555
160,557
250,557
164,564
2,570
81,570
14,572
352,574
543,574
375,575
102,579
385,580
137,581
137,582
233,582
386,582
4,583
419,583
136,589
94,590
490,590
355,592
462,593
72,594
453,597
14,601
372,601
376,602
201,603
414,603
84,605
601,609
560,612
36,613
153,613
609,613
177,616
386,617
577,618
190,620
464,621
612,623
206,631
296,635
236,642
598,644
185,647
61,649
589,649
348,650
96,651
252,651
556,651
543,653
258,655
477,655
490,655
229,656
198,658
385,661
321,669
399,669
179,670
274,670
361,670
220,672
295,673
183,675
634,679
306,680
201,682
329,686
575,687
17,689
548,693
471,698
330,699
452,699
467,701
543,701
269,703
451,704
539,704
477,707
582,707
174,710
438,711
474,711
555,713
176,718
690,718
585,719
270,724
486,726
666,728
709,730
273,733
240,735
692,738
577,745
499,747
521,749
539,751
365,754
698,754
61,756
424,756
101,757
54,758
118,758
194,758
256,759
476,760
35,761
73,761
144,766
432,767
33,768
587,770
591,770
397,777
567,779
261,780
50,782
685,785
281,789
613,789
77,793
57,797
631,798
668,801
318,802
395,803
205,804
358,807
804,812
682,814
692,814
283,815
320,815
88,816
726,819
31,820
260,821
393,821
716,826
182,830
555,830
342,831
457,831
245,832
154,836
368,843
328,844
427,850
654,850
599,854
449,855
848,860
256,861
759,861
788,861
28,862
611,865
814,866
828,867
863,868
359,874
544,876
766,876
741,881
112,882
121,882
197,882
381,882
563,882
484,885
485,886
660,886
794,886
440,891
692,891
663,893
192,894
672,894
318,895
228,896
199,897
294,898
540,899
877,901
150,903
287,903
530,903
683,903
19,905
750,905
406,906
740,906
475,909
547,910
220,911
898,911
897,913
228,918
698,918
609,919
157,921
224,924
917,924
308,928
82,933
179,935
143,936
896,938
224,940
229,941
344,943
487,943
117,944
5,947
184,947
228,948
716,948
167,949
661,949
4,952
236,952
256,953
625,953
842,953
868,953
33,954
156,955
525,955
753,955
825,956
305,958
496,958
599,960
262,962
333,964
434,964
689,964
680,965
226,966
277,966
261,968
167,970
248,971
121,972
595,973
193,976
589,978
129,980
524,980
810,980
64,981
133,985
643,985
888,985
512,986
167,989
181,989
609,989
714,989
948,989
365,990
439,997
8,2
